1,40
2,30
3,30
4,50
5,0
6,0
7,20
8,30
9,10
10,90
11,120
12,50
13,0
14,10
15,30
16,30
17,20
18,10
19,30
20,30
21,110
22,170
23,20
24,0
25,90
26,0
27,50
28,220
29,0
30,70
31,10
32,10
33,80
34,170
35,80
36,0
37,40
38,100
39,40
40,70
41,50
42,10
43,20
44,100
45,20
46,70
47,0
48,0
49,50
50,110
51,100
52,50
53,0
54,40
55,110
56,10
57,10
58,40
59,150
60,90
61,10
62,20
63,90
64,220
65,30
66,20
67,40
68,10
69,0
70,40
71,10
72,10
73,70
74,40
75,120
76,20
77,10
78,50
79,0
80,20
81,20
82,10
83,30
84,30
85,20
86,20
87,10
88,90
89,30
90,80
91,90
92,110
93,40
94,20
95,20
96,80
97,80
98,10
99,301,20
1,10
1,40
1,140
1,90
1,10
1,110
1,10
1,30
1,90
1,10
1,100
1,80
1,0
1,40
1,10
1,10
1,100
1,40
1,10
1,20
1,70
1,80
1,0
1,20
1,70
1,10
1,40
1,10
1,220
1,50
1,80
1,80
1,30
1,40
1,10
1,20
1,10
1,90
1,20
1,110
1,70
1,80
1,120
1,10
1,10
1,30
1,40
1,160
1,20
1,20
1,120
1,40
1,20
1,20
1,30
1,10
1,100
1,0
1,40
1,50
1,40
1,110
1,10
1,140
1,40
1,230
1,0
1,10
1,180
1,90
1,90
1,150
1,10
1,100
1,0
1,90
1,50
1,0
1,180
1,100
1,20
1,20
1,30
1,220
1,10
1,30
1,40
1,10
1,10
1,80
1,0
1,20
1,110
1,10
1,10
1,80
1,20
1,80
1,150
1,40
1,10
1,10
1,90
1,90
1,10
1,0
1,30
1,90
1,90
1,10
1,90
1,10
1,40
1,50
1,70
1,50
1,110
1,20
1,190
1,10
1,10
1,210
1,30
1,50
1,80
1,30
1,10
1,10
1,10
1,10
1,100
1,30
1,30
1,0
1,10
1,80
1,140
1,370
1,30
1,40
1,70
1,10
1,10
1,50
1,120
1,20
1,20
1,10
1,90
1,90
1,30
1,40
1,90
1,50
1,160
1,110
1,50
1,210
1,10
1,70
1,20
1,400
1,90
1,20
1,10
1,80
