1,20
2,0
3,0
4,0
5,0
6,0
7,20
8,0
9,0
10,0
11,0
12,20
13,20
14,20
15,0
16,10
17,100
18,100
19,0
20,0
21,80
22,0
23,20
24,0
25,20
26,30
27,0
28,10
29,40
30,40
31,0
32,0
33,0
34,10
35,0
36,100
37,0
38,70
39,0
40,0
41,0
42,0
43,0
44,0
45,20
46,0
47,20
48,10
49,50
50,0
51,0
52,10
53,0
54,0
55,0
56,0
57,50
58,70
59,0
60,0
61,0
62,0
63,20
64,0
65,0
66,0
67,0
68,0
69,290
70,0
71,0
72,10
73,20
74,0
75,30
76,0
77,0
78,0
79,0
80,10
81,0
82,80
83,20
84,0
85,20
86,50
87,0
88,0
89,0
90,0
91,20
92,80
93,140
94,20
95,10
96,0
97,0
98,0
99,10
100,20
101,0
102,160
103,110
104,0
105,0
106,100
107,0
108,0
109,20
110,0
111,0
112,0
113,20
114,0
115,0
116,0
117,20
118,10
119,0
120,0
121,0
122,80
123,0
124,20
125,30
126,0
127,100
128,0
129,40
130,0
131,0
132,0
133,0
134,0
135,0
136,10
137,0
138,10
139,0
140,20
141,0
142,0
143,0
144,0
145,0
146,40
147,0
148,10
149,40
150,10
151,0
152,0
153,0
154,0
155,20
156,0
157,10
158,0
159,0
160,20
161,0
162,0
163,0
164,20
165,20
166,0
167,0
168,0
169,20
170,140
171,0
172,0
173,20
174,20
175,0
176,0
177,110
178,0
179,0
180,0
181,0
182,0
183,40
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,40
193,0
194,0
195,30
196,10
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,10
209,0
210,0
211,0
212,10
213,40
214,0
215,0
216,0
217,10
218,20
219,0
220,0
221,0
222,0
223,0
224,20
225,0
226,40
227,40
228,0
229,0
230,0
231,40
232,0
233,120
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,20
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,10
257,30
258,0
259,0
260,20
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,20
273,0
274,180
275,0
276,0
277,0
278,0
279,0
280,0
281,10
282,0
283,0
284,20
285,0
286,0
287,0
288,0
289,0
290,40
291,20
292,30
293,0
294,0
295,0
296,50
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,20
306,0
307,0
308,40
309,180
310,0
311,20
312,0
313,0
314,0
315,0
316,0
317,20
318,20
319,0
320,40
321,50
322,0
323,20
324,0
325,0
326,0
327,0
328,0
329,0
330,20
331,30
332,0
333,10
334,100
335,30
336,40
337,20
338,0
339,0
340,0
341,0
342,0
343,20
344,0
345,0
346,10
347,0
348,0
349,0
350,30
351,40
352,0
353,20
354,0
355,0
356,0
357,80
358,30
359,0
360,0
361,50
362,20
363,0
364,0
365,0
366,0
367,30
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,40
376,0
377,0
378,0
379,0
380,10
381,0
382,0
383,0
384,0
385,20
386,0
387,40
388,0
389,0
390,10
391,0
392,70
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,20
409,0
410,0
411,20
412,10
413,10
414,0
415,0
416,110
417,40
418,0
419,0
420,30
421,0
422,70
423,0
424,0
425,0
426,0
427,140
428,0
429,0
430,0
431,0
432,20
433,10
434,0
435,0
436,0
437,0
438,20
439,0
440,0
441,40
442,20
443,0
444,20
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,20
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,80
463,110
464,0
465,0
466,10
467,20
468,0
469,0
470,20
471,0
472,0
473,0
474,0
475,0
476,0
477,20
478,0
479,0
480,0
481,0
482,0
483,20
484,20
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,20
493,30
494,80
495,0
496,0
497,0
498,0
499,0
500,0
501,20
502,0
503,40
504,20
505,40
506,0
507,0
508,0
509,20
510,0
511,20
512,0
513,0
514,0
515,0
516,40
517,30
518,0
519,0
520,0
521,10
522,0
523,20
524,0
525,20
526,0
527,0
528,0
529,30
530,0
531,70
532,0
533,0
534,10
535,0
536,0
537,0
538,0
539,0
540,40
541,10
542,0
543,20
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,20
562,0
563,0
564,0
565,10
566,0
567,30
568,90
569,0
570,0
571,0
572,0
573,0
574,10
575,0
576,0
577,0
578,0
579,40
580,0
581,0
582,0
583,30
584,0
585,40
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,20
596,40
597,0
598,0
599,80
600,0
601,0
602,0
603,140
604,0
605,30
606,0
607,20
608,20
609,0
610,0
611,10
612,0
613,10
614,0
615,100
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,90
627,0
628,90
629,30
630,10
631,10
632,0
633,0
634,0
635,0
636,0
637,80
638,30
639,40
640,10
641,20
642,0
643,20
644,0
645,0
646,40
647,70
648,0
649,0
650,0
651,90
652,0
653,0
654,0
655,0
656,90
657,30
658,10
659,0
660,40
661,0
662,0
663,0
664,0
665,0
666,0
667,20
668,0
669,40
670,0
671,0
672,0
673,10
674,0
675,0
676,0
677,30
678,0
679,50
680,0
681,40
682,0
683,20
684,40
685,80
686,30
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,20
705,0
706,30
707,0
708,0
709,10
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,40
727,0
728,0
729,0
730,0
731,0
732,20
733,0
734,0
735,0
736,0
737,20
738,20
739,0
740,0
741,0
742,0
743,0
744,0
745,90
746,0
747,0
748,10
749,10
750,30
751,0
752,0
753,10
754,90
755,0
756,0
757,0
758,80
759,0
760,20
761,0
762,180
763,0
764,10
765,0
766,10
767,0
768,0
769,0
770,40
771,30
772,0
773,0
774,0
775,0
776,0
777,0
778,30
779,110
780,0
781,0
782,80
783,20
784,0
785,0
786,10
787,0
788,30
789,0
790,0
791,40
792,0
793,0
794,10
795,0
796,0
797,0
798,0
799,0
800,0
801,10
802,10
803,0
804,0
805,90
806,0
807,0
808,40
809,20
810,20
811,0
812,20
813,0
814,0
815,0
816,0
817,0
818,20
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,70
828,0
829,0
830,0
831,10
832,100
833,0
834,0
835,140
836,0
837,30
838,0
839,0
840,0
841,0
842,0
843,40
844,0
845,110
846,0
847,0
848,0
849,0
850,20
851,100
852,30
853,0
854,0
855,0
856,40
857,20
858,0
859,20
860,0
861,10
862,0
863,0
864,40
865,0
866,40
867,40
868,30
869,20
870,0
871,0
872,0
873,0
874,30
875,40
876,0
877,0
878,0
879,0
880,20
881,0
882,0
883,100
884,0
885,0
886,30
887,0
888,0
889,0
890,0
891,40
892,20
893,20
894,0
895,0
896,0
897,0
898,0
899,40
900,10
901,0
902,70
903,10
904,0
905,20
906,40
907,20
908,0
909,0
910,170
911,40
912,0
913,0
914,0
915,0
916,40
917,0
918,40
919,0
920,0
921,0
922,0
923,40
924,10
925,0
926,0
927,0
928,0
929,0
930,0
931,40
932,0
933,50
934,0
935,0
936,0
937,20
938,0
939,0
940,0
941,0
942,0
943,20
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,20
956,0
957,0
958,0
959,0
960,0
961,0
962,30
963,0
964,0
965,0
966,0
967,0
968,20
969,0
970,20
971,20
972,0
973,0
974,0
975,0
976,0
977,20
978,10
979,0
980,40
981,0
982,0
983,0
984,20
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,40
993,0
994,0
995,20
996,20
997,0
998,0
999,0
1000,40
1001,40
1002,0
1003,0
1004,0
1005,0
1006,0
1007,20
1008,0
1009,20
1010,40
1011,20
1012,0
1013,0
1014,20
1015,0
1016,70
1017,0
1018,0
1019,0
1020,0
1021,90
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,20
1031,180
1032,0
1033,40
1034,170
1035,20
1036,0
1037,0
1038,0
1039,20
1040,0
1041,0
1042,110
1043,80
1044,0
1045,0
1046,10
1047,0
1048,20
1049,40
1050,0
1051,0
1052,0
1053,20
1054,40
1055,0
1056,20
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,20
1065,40
1066,0
1067,0
1068,0
1069,20
1070,0
1071,0
1072,20
1073,0
1074,80
1075,0
1076,0
1077,0
1078,0
1079,10
1080,0
1081,100
1082,0
1083,0
1084,30
1085,0
1086,0
1087,10
1088,0
1089,0
1090,0
1091,10
1092,0
1093,30
1094,20
1095,40
1096,0
1097,20
1098,10
1099,40
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,20
1112,10
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,20
1124,0
1125,10
1126,100
1127,0
1128,0
1129,20
1130,0
1131,0
1132,80
1133,0
1134,0
1135,0
1136,20
1137,0
1138,0
1139,30
1140,0
1141,220
1142,0
1143,0
1144,0
1145,0
1146,30
1147,30
1148,0
1149,20
1150,10
1151,0
1152,0
1153,10
1154,20
1155,0
1156,10
1157,0
1158,0
1159,0
1160,0
1161,0
1162,40
1163,10
1164,0
1165,40
1166,0
1167,0
1168,0
1169,0
1170,20
1171,0
1172,10
1173,0
1174,10
1175,0
1176,0
1177,10
1178,10
1179,20
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,40
1187,0
1188,0
1189,0
1190,40
1191,40
1192,0
1193,20
1194,0
1195,40
1196,0
1197,0
1198,10
1199,20
1200,40
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,50
1208,10
1209,0
1210,230
1211,20
1212,90
1213,20
1214,30
1215,10
1216,0
1217,0
1218,0
1219,0
1220,0
1221,20
1222,0
1223,0
1224,0
1225,140
1226,40
1227,0
1228,0
1229,20
1230,0
1231,20
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,110
1242,0
1243,0
1244,0
1245,0
1246,10
1247,0
1248,0
1249,0
1250,0
1251,0
1252,30
1253,10
1254,30
1255,0
1256,0
1257,0
1258,10
1259,0
1260,20
1261,40
1262,0
1263,30
1264,0
1265,10
1266,40
1267,20
1268,0
1269,20
1270,0
1271,0
1272,70
1273,0
1274,50
1275,70
1276,0
1277,0
1278,0
1279,20
1280,0
1281,50
1282,0
1283,20
1284,0
1285,20
1286,0
1287,10
1288,0
1289,0
1290,10
1291,0
1292,0
1293,10
1294,0
1295,20
1296,0
1297,0
1298,0
1299,80
1300,0
1301,0
1302,0
1303,20
1304,170
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,40
1314,30
1315,10
1316,20
1317,0
1318,90
1319,0
1320,80
1321,40
1322,40
1323,110
1324,10
1325,0
1326,0
1327,0
1328,0
1329,40
1330,0
1331,0
1332,0
1333,20
1334,20
1335,0
1336,0
1337,20
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,10
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,20
1354,0
1355,0
1356,20
1357,0
1358,0
1359,0
1360,0
1361,20
1362,0
1363,140
1364,40
1365,0
1366,0
1367,220
1368,0
1369,0
1370,40
1371,0
1372,30
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,20
1380,10
1381,40
1382,0
1383,40
1384,0
1385,0
1386,10
1387,0
1388,0
1389,0
1390,0
1391,20
1392,0
1393,0
1394,0
1395,0
1396,0
1397,180
1398,0
1399,10
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,40
1407,0
1408,40
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,110
1417,0
1418,0
1419,20
1420,0
1421,30
1422,0
1423,0
1424,0
1425,0
1426,20
1427,0
1428,0
1429,0
1430,30
1431,0
1432,0
1433,0
1434,20
1435,0
1436,0
1437,40
1438,0
1439,0
1440,0
1441,20
1442,40
1443,0
1444,10
1445,10
1446,0
1447,0
1448,0
1449,10
1450,0
1451,140
1452,0
1453,20
1454,0
1455,0
1456,0
1457,10
1458,0
1459,0
1460,50
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,40
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,30
1481,0
1482,0
